Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Matched Audience Targeting Consumption (Video Click),Link Clicks,Views,Reach from Organic posts,Reach from Boosted posts,3-second video views,1-minute video views,3-Second viewers,1-minute viewers,3-second video views from Boosted posts,3-second video views from Organic posts,Negative feedback from users,Unique negative feedback from users,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,"3-second video views by top audience (F, 18-24)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (M, 25-34)","3-second video views by top audience (M, 18-24)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (F, 35-44)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (M, 65+)","3-second video views by top audience (F, 65+)",3-second video views by country (Egypt (EG)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Iraq (IQ)),3-second video views by country (Philippines (PH)),3-second video views by country (Nigeria (NG)),3-second video views by country (Brazil (BR)),3-second video views by country (Jordan (JO)),3-second video views by country (Kuwait (KW)),3-second video views by country (Algeria (DZ)),3-second video views by country (Tunisia (TN)),3-second video views by country (Morocco (MA)),3-second video views by country (Yemen (YE)),3-second video views by country (Syria (SY)),3-second video views by country (Sudan (SD)),3-second video views by country (Palestine (PS)),3-second video views by country (Lebanon (LB)),3-second video views by country (Russia (RU)),3-second video views by country (Oman (OM)),3-second video views by country (Finland (FI)),3-second video views by country (Turkey (TR)),3-second video views by country (Spain (ES)),3-second video views by country (Cyprus (CY)),3-second video views by country (Austria (AT)),3-second video views by country (Libya (LY)),3-second video views by country (Belgium (BE)),3-second video views by country (Italy (IT)),3-second video views by country (France (FR)),3-second video views by country (South Korea (KR)),3-second video views by country (Mauritania (MR)),3-second video views by country (Germany (DE)),3-second video views by country (India (IN)),3-second video views by country (Peru (PE)),3-second video views by country (Bangladesh (BD)),3-second video views by country (Colombia (CO)),3-second video views by country (Thailand (TH)),3-second video views by country (Indonesia (ID)),3-second video views by country (Ecuador (EC)),3-second video views by country (Mexico (MX)),3-second video views by country (Nepal (NP)),3-second video views by country (Cambodia (KH)),3-second video views by country (Mongolia (MN)),3-second video views by country (Poland (PL)),3-second video views by country (Venezuela (VE)),3-second video views by country (Sri Lanka (LK)),3-second video views by country (Laos (LA))
1025,6.15528E+13,المشورة والفحص قبل الزواج ,"🧬 هل يمكن للعلم أن يُغيّر مصير أطفالنا؟

بين متلازمة داون وضمور العضلات الشوكي… حقائق طبية لا بد أن يعرفها كل شاب وفتاة قبل الزواج!

💍 هل تخطط للزواج؟ إذن، لا بد أن تكون هذه المعلومة جزءًا من وعيك:
📌 بعض الاضطرابات الوراثية قد لا تظهر في العائلة، لكنها تُولد مع الطفل… وتغير مجرى الحياة للأبد!

🔬 1) متلازمة داون:
تحدث نتيجة وجود نسخة إضافية من الكروموسوم 21، وتُعد من أكثر الحالات الجينية شيوعًا.
✔️ يمكن تشخيصها قبل الولادة من خلال فحوصات دقيقة.
✔️ التدخل المبكر والعلاج السلوكي والتعليمي يُحدثان فارقًا كبيرًا.
🧬 وهناك أبحاث واعدة باستخدام تقنية CRISPR لتقليل تأثير الكروموسوم الزائد!
🔗 رابط المقال – احمِ صحتك وصحة من تُحب
 https://thehealthgardens.com/متلازمة-داون/

🔬 2) ضمور العضلات الشوكي (SMA):
مرض وراثي نادر يسبب ضعفًا تدريجيًا في العضلات، ويُعد من أخطر أمراض الطفولة.
✔️ سببه طفرة في جين SMN1 المسؤول عن حماية الخلايا العصبية الحركية.
✔️ العلاجات الحديثة مثل Zolgensma® – وهو علاج جيني بجرعة واحدة – تمنح الأمل لحياة شبه طبيعية!

⚠️ لماذا هذا مهم لك قبل الزواج؟
لأن الفحص الوراثي والمشورة الجينية قد تكون الفرق بين طفل سليم وآخر يُولد مع حالة صحية معقّدة.

📖 اقرأ المقال الشامل الآن، وافتح نافذة على مستقبل طبي دقيق ومبني على وعي حقيقي.
https://thehealthgardens.com/ضمور-العضلات-الشوكي/ ‎
 #متلازمة_داون 
#ضمور_العضلات_الشوكى
 #التوعية_الوراثية 
 #الفحص_قبل_الزواج
 #المشورة_قبل_الزواج",,0,05/04/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid0YVaCvn93VCMc6Zng9bm8Kg248iPav5cmCwdcEpZMkv9PZQcTd9rGoo4wsJ78jgZol,0,0,Photos,,,,,Lifetime,0,119,32,28,4,0,10,10,,,,0,119,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,6.15528E+13,المشورة والفحص قبل الزواج ,الامراض المنقولة جنسيا,"🧬 ""هل يمكن لمرض خفي أن يغيّر مصير زواجك؟""
في غرفة الاستشارة… كان السؤال بسيطًا، لكن الإجابة غيّرت كل شيء!

💔 أمراض منقولة دون أعراض…
🧪 فحوصات قد تبدو مخيفة، لكنها السبيل الوحيد للبداية الصحيحة.
💬 ""حتى من غير أعراض؟!""
🤝 ""نعم، والوعي هو حمايتك.""

🎯 في هذا المشهد الواقعي والمليء بالمصارحة، يكشف لنا الحوار بين لينا، أسامة، والأخصائية إيمان عن أهمية الفحص قبل الزواج، ليس فقط من أجل الوراثة… بل لحماية الشريك، والبيت، والحياة القادمة.

✨ مشهد سيُشعرك بالطمأنينة… ويُجيب عن أسئلة كنت تخشى أن تطرحها!

📺 شاهد الآن: الوعي طريق الأمان

#الأمراض_المنقولة_جنسيا
#الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",88,05/05/2025 11:00,auto,https://www.facebook.com/Premarital.Counseling2025/videos/1203570584572922/,1,0,Videos,,"Premarital Counseling by Dr.Narges Fathi, amination Video",,,Lifetime,580,9083,54,43,10,1,137,137,,,,580,291,8783,3259,118,2984,117,3044,215,0,0,47539.723,5.089,0,0,0,1421,620,798,300,50,24,8,10,3,4,4,,3207,,1,2,,,,2,,5,,31,1,3,2,,,,1,,,,,,3,1,,,,,,,,,,,,,,,,,,,,
1027,6.15528E+13,المشورة والفحص قبل الزواج ,"💡 معلومة يمكن أن تغيّر حياتك!

قبل الزواج، في أمراض خطيرة ممكن تكون موجودة وانت مش حاسس بأي أعراض 😱
لكنها ممكن تنتقل لشريك حياتك وتسبب مشاكل صحية كبيرة!

📌 علشان كده، **الفحص ما قبل الزواج** مهم جدًا، وخصوصًا للكشف عن:
🔸 فيروس نقص المناعة (HIV)
🔸 التهاب الكبد B وC
🔸 الزهري
🔸 الكلاميديا
🔸 السيلان
🔸 الهربس التناسلي

🧪 الفحص بسيط، والنتائج ممكن تنقذك وتنقذ شريكك من مستقبل صحي صعب!

✅ معظم هذه الأمراض قابلة للكشف المبكر والعلاج لو اتخذت القرار الصح في الوقت الصح.

🧠 خليك مسؤول من البداية... صحتك أولوية قبل أي خطوة.

📲 تعرف على المزيد من هنا:
(https://thehealthgardens.com/blog/)

🚀 انشرها بين أصحابك... التوعية مسؤوليتنا كلنا!

#الأمراض_المنقولة_جنسيا 
 #الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",,0,05/06/2025 10:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02ygFs31BRAERVPQzzvaU2rEse7EZfr8rThsexs9G5xS3NLYkXdtjdasEJV8zUB8Vnl,0,0,Photos,,,,,Lifetime,0,138,32,26,5,1,19,17,2,,,0,138,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,6.15528E+13,المشورة والفحص قبل الزواج ,"⚠️ الأمراض الفيروسية المنقولة جنسيًا: 3 تهديدات... و3 فرص للحماية والشفاء!

في عالم سريع الاتصال، تظل الوقاية من الأمراض المنقولة جنسيًا ضرورة قصوى. إليك ثلاث فيروسات خطيرة يجب أن تعرف عنها أكثر، وطرق الحماية والعلاج المتاحة اليوم.

 🦠 1. فيروس نقص المناعة البشرية (HIV): هل اقتربنا من العلاج النهائي؟
HIV يهاجم الجهاز المناعي، وإذا لم يُعالج، قد يتطور إلى الإيدز (AIDS). لكن العلاجات الحديثة مثل ART، والوقاية باستخدام PrEP، تغيّر قواعد اللعبة!
👇 اعرف أكثر عن الأعراض، طرق الانتقال، الوقاية، وآخر تطورات العلاج الجيني:
🔗 [اقرأ المقال العلمى من خلال الرابط المرفق]
 https://thehealthgardens.com/فيروس-نقص-المناعة-البشرية/

🦠 2. التهاب الكبد B وC: أمراض كبدية مزمنة يمكن السيطرة عليها!
يصيبان الكبد بصمت، ويشكلان خطرًا بالتليف أو السرطان إن لم يتم علاجهما.
الخبر السار؟ أدوية التهاب الكبد C تعالج 99% من الحالات، ولقاح B فعّال جدًا في الوقاية.
 https://thehealthgardens.com/التهاب-الكبدى-7-طرق-للوقايه-منه/

 
⚠️ 3. الهربس التناسلي: الفيروس الخفي الذي يبقى معك مدى الحياة!
ينتقل حتى بدون ظهور أعراض، ويظل كامنًا داخل الجسم.
لا يوجد علاج نهائي، لكن الأدوية تساعد في تقليل الأعراض والعدوى.
👇 تعرف على طرق التشخيص، التعامل مع النوبات، والحماية الفعّالة:
🔗 [اقرأ المقال العلمى من خلال الرابط المرفق ]
 https://thehealthgardens.com/الهربس-التناسلي-…حتاج-معرفته-عن-ا/

🛡️ الوقاية خير من العلاج . لا تبدأ حياة زوجية جديدة دون فحص. صحتك وصحة شريكك تستحقان هذه الخطوة.

#الأمراض_المنقولة_جنسيًا
 #الايدز
#التهاب_الكبد
 #الهربس_التناسلي
 #الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",,0,05/07/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02iqgXQT9ZHgiYrSFjSnLWJzVqpGQPRLTJXeDrGbN5LZiE9uGm1fP4gtgj9K2oxizFl,0,0,Photos,,,,,Lifetime,0,113,35,27,8,0,18,18,,,,0,113,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,6.15528E+13,المشورة والفحص قبل الزواج ,"⚠️ 3 أمراض بكتيرية منقولة جنسيًا… قد لا تشعر بها، لكنها تؤثر على صحتك وحياتك الزوجية!

قبل الزواج، الفحص الطبي والمشورة الصحية خطوة لا غنى عنها. بعض العدوى لا تُظهر أعراضًا مبكرًا، لكنها قد تسبب مضاعفات خطيرة لاحقًا مثل العقم أو مشاكل في القلب والمناعة.

🦠 1. الزهري
بكتيريا تنتقل عبر العلاقة الجنسية. تبدأ بقرحة غير مؤلمة، وإن لم تُعالج قد تصل للقلب أو الدماغ.
✅ حقنة بنسلين كافية في المرحلة المبكرة.

🔗 اقرأ التفاصيل من خلال اللينك المرفق
 https://thehealthgardens.com/مرض-الزهرى/

🦠 2. السيلان
عدوى تصيب الأعضاء التناسلية، الحلق أو المستقيم. أحيانًا بلا أعراض، لكنها قابلة للعلاج بالمضادات الحيوية.
⚠️ بعض السلالات مقاومة للعلاج، لذا التشخيص المبكر ضروري.

🔗 اطّلع على الأعراض والعلاج من خلال اللينك المرفق
 https://thehealthgardens.com/السيلان/
🦠 3. الكلاميديا
تُعرف بالعدوى ""الصامتة""، وقد تسبب العقم إن تُركت دون علاج.
✅ العلاج بسيط، لكن التأخير خطير.

🔗 اكتشف المزيد من خلال اللينك المرفق
 https://thehealthgardens.com/الكلاميديا/

🛡️ الفحص قبل الزواج يحميك ويحمي شريك حياتك.ابدأ زواجك بأمان

 #الكلاميديا
 #الزهري 
#السيلان 
 #الأمراض_المنقولة_جنسيا 
#الفحص_قبل_الزواج 
#المشورة_قبل_الزواج",,0,05/08/2025 11:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid0TSLv6cgApL9DNRRL8iPbMZhxWrHtr4p9C38ehe2P7J6GqYxiKnEG5ngDE1sU8sZLl,0,0,Photos,,,,,Lifetime,0,262,25,19,6,0,14,7,,,7,0,262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,6.15528E+13,المشورة والفحص قبل الزواج ,"💉 هل فكرت يومًا أن التطعيمات قد تحمي زواجك؟
قبل ما تبدأوا حياة جديدة، في خطوة صحية ممكن تحميكم أنتم وطفلكم من أمراض خطيرة زي:
✔️ التهاب الكبد B
✔️ الحصبة الألمانية
✔️ التيتانوس
✔️ فيروس الورم الحليمي البشري (HPV)
👩‍⚕️ التطعيمات الأساسية ضمن فحص ما قبل الزواج مش بس إجراء روتيني، دي استثمار في مستقبل صحي وآمن.
ابدأوا علاقتكم بأمان صحي… لأن الوقاية بتبدأ قبل أول خطوة في الحياة الزوجية. 💑🛡️
📲 اكتشف كل التفاصيل في المقال الكامل:
🔗  https://thehealthgardens.com/التطعيمات-الأساس…فحوصات-ما-قبل-ال/

 #اللقاحات_الوقائية 
#فحص_ما_قبل_الزواج
#المشورة_قبل_الزواج",,0,05/09/2025 05:01,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid031sNt49LBcyZFYKCBdXHB4QEqQDt1HJiFw34BHwmneoPxvg1voNDDDfeQ9vRj4n8Al,0,0,Photos,,,,,Lifetime,0,105,21,16,5,0,8,6,1,,1,0,105,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,6.15528E+13,المشورة والفحص قبل الزواج ,"❤️‍🩹 أمراض القلب الوراثية مش بتسأل عن الحب... بتحتاج وعي!

قد يكون القلب سليمًا… لكن الجينات تحمل قصة مختلفة.
👰🤵 قبل أن تبدأ حياتك مع شريكك، تأكد أن قلوبكم لا تخفي أسرارًا وراثية.
الفحص والمشورة قبل الزواج ليست فقط لتحليل الدم والأمراض المعدية،
بل قد تحميكما من أمراض قلبية موروثة – صامتة، لكنها مميتة أحيانًا!

🔍 إليك بعض من أخطر الأمراض الوراثية التي قد تنتقل عبر الزواج للأبناء أو تهدد أحد الزوجين مستقبلاً:
اعتلال عضلة القلب الضخامي 
هل هناك حالات وفاة مفاجئة في العائلة؟
💥 هذا المرض قد يورث ويظهر فجأة في الأبناء
📖 رابط المقالة
  https://thehealthgardens.com/اعتلال-عضلة-القل…خامي-القاتل-الصا/

اعتلال عضلة القلب التوسعي 
تعب مزمن دون سبب؟ راجع التاريخ العائلي.
🧬 غالبًا ما يُورث ويظهر في مراحل لاحقة
📖 رابط المقالة
 https://thehealthgardens.com/اعتلال-عضلة-القل…سعي-من-الأعراض-ا/ ‎

اعتلال عضلة القلب اليمنى 
🏃‍♂️ هل في العائلة حالات وفاة عند المجهود أو في سن الشباب؟
📖 رابط المقالة
 https://thehealthgardens.com/اعتلال-عضلة-القل…منى-المسبب-لاضطر/

💬 الحل؟ بسيط جدًا:
✅ تحدث مع الطبيب عن التاريخ العائلي
✅ واطلب الفحص الجيني والمشورة قبل الزواج إذا كنت تشك بوجود تاريخ مرضي

📌 اقرأ الأساسيات أولًا:
🔗 ما هي أمراض القلب الوراثية؟ ولماذا يجب أن نهتم؟

 https://thehealthgardens.com/ما-هي-أمراض-القل…اثية؟-ولماذا-يجب/

🔁 انتظرنا في الجزء الثاني… 3 أمراض أخرى خطيرة لا تقل أهمية، منها ما يظهر على شكل ارتفاع كوليسترول أو تمدد بالشريان الأورطي دون أعراض.

 #أمراض_القلب_الوراثية
 #صحة_القلب 
#فحص_قبل_الزواج
#المشورة_قبل_الزواج",,0,05/10/2025 11:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02rk9Qz1tLk7Vje8oFLRs3ECnUcC2LKKZ7sqgB44ju3PrrWzWXwfJX9VxVXmNxfPJ8l,0,0,Photos,,,,,Lifetime,0,230,38,25,12,1,15,7,2,,6,0,230,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,6.15528E+13,المشورة والفحص قبل الزواج ,"💔 هل يمكن أن ترث الخطر دون أن تعرف؟

بعض أمراض القلب الوراثية لا تظهر بأي أعراض... حتى يقع المحظور.
في الجزء الأول، تحدثنا عن 3 أمراض قلبية وراثية خطيرة.

واليوم نستكمل بقية القائمة — أمراض قد تهدد حياتك أو تنتقل إلى أطفالك دون سابق إنذار.

اضطرابات كهرباء القلب الوراثية
إغماءات؟ موت مفاجئ في النوم أو التمرين؟
⚡ قد تكون جينات غير مستقرة تنتظر التفعيل
📖 رابط المقالة
https://thehealthgardens.com/اضطرابات-نظم-الق…وراثية-الموت-الم/

فرط كوليسترول الدم العائلي 
🧠 هل هناك ارتفاع شديد بالكوليسترول من الطفولة؟
📖 تفاصيل الحالة
https://thehealthgardens.com/فرط-كوليسترول-ال…عائلي-الخطر-الصا/ ‎

تمدد الشريان الأورطي العائلي 
💣 هذا التمدد قد لا يُكتشف إلا بعد فوات الأوان… وقد يكون قاتلًا.
📖 اقرأ المقال

💬 ما الحل؟
✅ الفحص الجيني قبل الزواج مهم جدًا في العائلات التي لديها تاريخ مرضي
✅ لا تتردد في طلب مشورة من طبيب متخصص في الوراثة القلبية
📌 اكتشف لماذا الفحص الجيني قبل الزواج أصبح خط الدفاع الأول ضد هذه الأمراض:
🧬  https://thehealthgardens.com/الفحص-قبل-الزواج…لاج-الجيني-لأمرا/

🌱 قراراتك اليوم قد تحمي أطفالك غدًا.
🔁 شارك هذه السلسلة مع من تحب… وكن سببًا في إنقاذ حياة ❤️

#أمراض_القلب_الوراثية
 #صحة_القلب 
#فحص_قبل_الزواج
#المشورة_قبل_الزواج",,0,05/11/2025 12:01,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02kjYh56mjPQeoTnm6VTNP569bgcTXou3qNhjPFW2vG4E3UsbxrsNStrCrFak31bmFl,0,0,Photos,,,,,Lifetime,0,81,17,14,3,0,6,5,,,1,0,81,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,6.15528E+13,المشورة والفحص قبل الزواج ,"🍎 جاهز للزواج؟ تأكد أن جسمك كمان جاهز!
التحضير لحياة زوجية ناجحة مش بس مشاعر وتحضيرات…
بل كمان ""وقود صحي"" يشغل جسمك وهرموناتك بالطريقة الصح 💪
🧬 التغذية الذكية قبل الزواج = خصوبة أفضل، حمل صحي، وطاقة لحياة مشتركة طويلة.
📌 الصورة دي بتلخّص لك أهم عناصر ""النظام الغذائي الذكي قبل الزواج"" ⬇
من الأكل المفيد، للممنوعات، لنصائح نمط الحياة.
ابدأ بالتغيير من دلوقتي... صحتك اليوم هي استثمار في أسرتك غدًا. 💑
📖 اقرأ المقال الكامل هنا: [رابط المقال]
https://thehealthgardens.com/النظام-الغذائي-ا…قبل-الزواج-استثم/

#التغذية_قبل_الزواج 
#غذاء_ذكي
#المشورة_قبل_الزواج",,0,05/12/2025 11:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02LdmTzPZP2N57MJbP9N1Y2yFPetbMFXoRJsu3qzYb6EyXo4U38uBW8hjdDTDRkVqil,0,0,Photos,,,,,Lifetime,0,101,25,22,3,0,13,11,1,,1,0,101,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,6.15528E+13,المشورة والفحص قبل الزواج ,"🎯 خططوا لحياة متزنة من أول خطوة!

🔹 لماذا يختار الأزواج الأذكياء تأجيل الحمل في بداية الزواج؟
وسائل منع الحمل ليست مجرد وسيلة طبية، بل قرار استراتيجي لبناء عائلة قوية.

✨ في هذا المقال العلمي: 
💡 تعرّفوا على وسائل منع الحمل المناسبة لأول سنة
💡 متى نستخدم الحبوب؟ ومتى نلجأ للطرق الطبيعية؟
💡 ما هي المدة المثالية بين الأطفال؟
💡 هل تؤثر هذه الوسائل على الخصوبة مستقبلاً؟
خذ/ي قرارك من منطلق علمي...
📲 اقرئ/ي المقال العلمي الكامل من هنا
 https://thehealthgardens.com/قبل-أن-تُنجب-لما…ظيم-الأسرة-هو-ال/
#تنظيم_الأسرة 
#المشورة_قبل_الزواج",,0,05/13/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid0qHWWDQWGXbp1sQ9s5PbLJkuH3KAq4FMw37SXje6RfxhzuZhFoeAsWoNSRA73Ro8yl,0,0,Photos,,,,,Lifetime,0,204,37,30,7,0,19,13,5,,1,0,204,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,6.15528E+13,المشورة والفحص قبل الزواج ,"🧠 هل تفكران بالإنجاب بعد الزواج؟ ابدآ بالخطوة الأهم: التوعية ما قبل الحمل.
الحمل الآمن لا يبدأ من لحظة حدوثه… بل من لحظة الوعي به.
💬 في جلسات المشورة ما قبل الزواج، لا يكفي الحديث عن التوافق…
بل يجب الحديث عن الصحة، والتخطيط، والمستقبل.
👨‍⚕️ التثقيف ما قبل الحمل يساعدكم على:
✔️ فهم التغيرات الصحية المتوقعة
✔️ الاستعداد لتغذية سليمة ورعاية منتظمة
✔️ معرفة دور الشريك في دعم الحمل
✔️ تجنّب المضاعفات الصحية من البداية📚
 تعرّفوا على كل ذلك وأكثر في هذا المقال 
""قبل الحمل: التوعية الصحية حجر الأساس""
🔗  https://thehealthgardens.com/قبل-الحمل-التوعي…لصحية-حجر-الأساس/ ‎
#قبل_الحمل 
#المشورة_قبل_الزواج",,0,05/14/2025 11:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid047ZMJAms6xUriqvWBPZ94dJJEb1qhnh68WSsjKQ6GdBYwMarygGwDpZJqJBJ5uhhl,0,0,Photos,,,,,Lifetime,0,125,20,15,4,1,6,3,,,3,0,125,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,6.15528E+13,المشورة والفحص قبل الزواج ,"🧠 هل تفكّران في تكوين أسرة يومًا ما؟ ابدآ بالخطوة الأذكى: الوعي ما قبل الحمل.

الولادة ليست مجرد ""لحظة""، والرضاعة ليست ""تفصيلًا بعد الولادة""...
بل هما تجارب محورية تؤثر على صحة الأم، والطفل، والعلاقة الزوجية بأكملها.

👩‍⚕️ التوعية حول الولادة والرضاعة تُعطيكما الأدوات لتكونا شركاء حقيقيين في الرحلة:
✔️ فهم مراحل الولادة الطبيعية وكيفية دعم الأم خلالها
✔️ معرفة أهمية الاتصال المبكر بين الأم والرضيع
✔️ الاستعداد النفسي والجسدي لتجربة الرضاعة الطبيعية
✔️ فهم دور الأب كشريك في الرعاية والدعم، لا كمشاهد

💡 أنتما فريق واحد… وكل معلومة اليوم، تساوي راحة ووعي وغنى في الغد.

📚 اكتشفا المزيد في هذا المقال:
الولادة الطبيعية والرضاعة: مسؤولية مشتركة تبدأ بالوعي
https://thehealthgardens.com/الولادة-الطبيعية…رضاعة-مسؤولية-مش/

 #الولادة_الطبيعية
 #الرضاعة_الطبيعية
#المشورة_قبل_الزواج",,0,05/15/2025 12:00,N/A,https://www.facebook.com/Premarital.Counseling2025/posts/pfbid02E9kqZNNEok9gH7GGa6tDE8zcRjk1SSiCSGCDLF45jbMdEk8Vp1dfSE9sYn6ZYV7Sl,0,0,Photos,,,,,Lifetime,0,150,21,16,5,0,14,10,1,,3,0,150,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,6.15528E+13,المشورة والفحص قبل الزواج ,"""كنت فاكر إن الجواز حب وبس؟ استنى شوية وشوف!""

هل عمرك فكرت:

إزاي نتفاهم وقت الخلاف؟‼️

هل لازم أوافق على كل حاجة عشان الأمور تمشي؟‼️

يعني إيه ""شراكة حقيقية"" بعد الجواز؟‼️

في مشهد واقعى، ""أسامة"" و""لينا"" بيكتشفوا قد إيه في حاجات محدش علّمهم يتكلموا عنها قبل الجواز...
ومع الأخصائية ""أمل""، كل كلمة في الجلسة بتفتح باب جديد للفهم والتفاهم. ليكتشفا معًا أن الحب وحده لا يكفي… بل يحتاج الزواج الناجح إلى فهم، اتفاق، و""خارطة طريق"" تُبنى على الحوار، التفاهم، وتوزيع الأدوار بوعي

لو ناوي ترتبط، أو حتى مجرد بتفكر… الفيديو ده ليك.
مش عشان يخوفك، لكن عشان يحضّرك!

ما تخليش أول خلاف يهز علاقتك… خليك واعي من البداية.

#المشورة_قبل_الزواج
#زواج_ناجح","""كنت فاكر إن الجواز حب وبس؟ استنى شوية وشوف!""

هل عمرك فكرت:

إزاي نتفاهم وقت الخلاف؟‼️

هل لازم أوافق على كل حاجة عشان الأمور تمشي؟‼️

يعني إيه ""شراكة حقيقية"" بعد الجواز؟‼️

في مشهد واقعى، ""أسامة"" و""لينا"" بيكتشفوا قد إيه في حاجات محدش علّمهم يتكلموا عنها قبل الجواز...
ومع الأخصائية ""أمل""، كل كلمة في الجلسة بتفتح باب جديد للفهم والتفاهم. ليكتشفا معًا أن الحب وحده لا يكفي… بل يحتاج الزواج الناجح إلى فهم، اتفاق، و""خارطة طريق"" تُبنى على الحوار، التفاهم، وتوزيع الأدوار بوعي

لو ناوي ترتبط، أو حتى مجرد بتفكر… الفيديو ده ليك.
مش عشان يخوفك، لكن عشان يحضّرك!

ما تخليش أول خلاف يهز علاقتك… خليك واعي من البداية.

#المشورة_قبل_الزواج
#زواج_ناجح",224,05/16/2025 11:01,auto,https://www.facebook.com/Premarital.Counseling2025/videos/584909370756914/,1,0,Videos,,"Premarital Counseling, Narges fathi",,,Lifetime,0,279,44,32,11,1,20,20,,,,0,279,0,180,25,130,25,0,180,0,0,6387.727,15.889,0,0,0,81,44,6,34,4,4,2,2,,2,,,174,2,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
